City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Banepa,NP,2021-12-28 15:23:38,27.6298,85.5214,48.52,76,75,3.44
293,Dikson,RU,2021-12-28 15:23:38,73.5069,80.5464,-1.1,75,84,13.82
294,Agadez,NE,2021-12-28 15:23:38,19.75,10.25,73.72,14,0,11.36
295,Kolaras,IN,2021-12-28 15:23:39,25.2333,77.6,54.73,90,100,7.94
296,Sisimiut,GL,2021-12-28 15:23:39,66.9395,-53.6735,13.32,85,85,6.76
297,Burgeo,CA,2021-12-28 15:23:40,47.6167,-57.6152,32.2,82,16,8.43
298,Yulara,AU,2021-12-28 15:23:40,-25.2406,130.9889,78.64,14,22,8.05
299,College,US,2021-12-28 15:23:40,64.8569,-147.8028,18.59,88,90,0.0
300,Isangel,VU,2021-12-28 15:14:22,-19.55,169.2667,80.46,85,96,5.61
301,Viedma,AR,2021-12-28 15:23:41,-40.8135,-62.9967,89.92,20,0,13.56
302,Weyburn,CA,2021-12-28 15:23:41,49.6668,-103.8511,-13.83,69,100,3.44
303,Buffalo,US,2021-12-28 15:23:42,42.8865,-78.8784,39.45,71,20,16.11
304,Fort Nelson,CA,2021-12-28 15:23:42,58.8053,-122.7002,-2.61,71,90,8.05
305,Yumen,CN,2021-12-28 15:14:27,40.2833,97.2,16.99,48,0,10.63
306,Linguere,SN,2021-12-28 15:23:43,15.3953,-15.1193,100.62,27,0,9.22
307,Aksu,CN,2021-12-28 15:23:43,41.1231,80.2644,23.25,64,63,3.49
308,Bonney Lake,US,2021-12-28 15:23:44,47.1771,-122.1865,25.83,92,90,0.0
309,Salalah,OM,2021-12-28 15:14:14,17.0151,54.0924,77.09,69,20,4.61
310,Zhigansk,RU,2021-12-28 15:23:44,66.7697,123.3711,-29.83,99,12,6.93
311,Rocha,UY,2021-12-28 15:23:26,-34.4833,-54.3333,93.0,14,36,2.48
312,Santiago De Cao,PE,2021-12-28 15:23:45,-7.9589,-79.2392,64.53,94,100,6.91
313,Naguabo,PR,2021-12-28 15:23:45,18.2116,-65.7349,83.68,72,1,5.99
314,Buraydah,SA,2021-12-28 15:19:58,26.326,43.975,55.85,49,100,7.87
315,Sobolevo,RU,2021-12-28 15:23:46,54.4299,31.8996,6.66,98,72,3.6
316,Ulu-Telyak,RU,2021-12-28 15:23:46,54.9086,56.9669,1.72,97,100,4.92
317,Coquimbo,CL,2021-12-28 15:23:46,-29.9533,-71.3436,64.13,82,90,9.22
318,Morden,CA,2021-12-28 15:23:47,49.1919,-98.1014,-7.22,77,100,4.61
319,Pontianak,ID,2021-12-28 15:23:47,-0.0333,109.3333,78.78,88,40,0.0
320,Batticaloa,LK,2021-12-28 15:23:48,7.7102,81.6924,78.58,75,12,10.51
321,Buturlinovka,RU,2021-12-28 15:23:48,50.8239,40.6092,9.82,92,100,7.81
322,Maralal,KE,2021-12-28 15:19:07,1.0968,36.698,64.81,70,99,9.57
323,Korhogo,CI,2021-12-28 15:24:48,9.45,-5.6333,89.96,12,100,5.64
324,Kalmunai,LK,2021-12-28 15:24:49,7.4167,81.8167,77.54,76,49,9.93
325,Calvia,ES,2021-12-28 15:24:49,39.5657,2.5062,68.41,73,24,10.45
326,Zaozerne,UA,2021-12-28 15:24:49,45.1582,33.2787,46.94,88,100,13.89
327,Saint-Vallier,FR,2021-12-28 15:24:50,46.6411,4.3711,52.97,83,100,12.53
328,Tandalti,SD,2021-12-28 15:24:50,13.0167,31.8667,83.1,15,87,16.24
329,Magadan,RU,2021-12-28 15:24:50,59.5667,150.8,-11.58,78,90,10.4
330,Obo,CF,2021-12-28 15:24:51,5.3998,26.4869,88.52,30,100,3.89
331,Kannur,IN,2021-12-28 15:24:51,11.8675,75.3576,76.21,75,0,4.76
332,Severo-Kurilsk,RU,2021-12-28 15:24:51,50.6789,156.125,29.39,91,100,35.97
333,Alghero,IT,2021-12-28 15:24:52,40.5589,8.3181,60.89,77,0,8.05
334,Saint-Georges,GD,2021-12-28 15:24:52,12.0564,-61.7485,83.88,61,20,23.02
335,Sinnamary,GF,2021-12-28 15:24:53,5.3833,-52.95,80.67,81,47,8.61
336,Lavrentiya,RU,2021-12-28 15:24:53,65.5833,-171.0,-0.02,91,100,15.32
337,Aksarka,RU,2021-12-28 15:24:54,66.5606,67.7975,-13.14,100,98,4.38
338,Kuandian,CN,2021-12-28 15:24:54,40.7286,124.7847,21.92,90,93,1.63
339,Derventa,BA,2021-12-28 15:24:54,44.9772,17.9103,37.15,90,43,3.76
340,Jhudo,PK,2021-12-28 15:24:55,24.964,69.2968,70.54,37,57,11.41
341,Tutin,RS,2021-12-28 15:24:55,42.9903,20.3314,38.82,97,100,1.72
342,Morgan City,US,2021-12-28 15:24:55,29.6994,-91.2068,78.01,75,70,13.58
343,Saint-Pierre,RE,2021-12-28 15:24:56,-21.3393,55.4781,78.48,79,0,23.02
344,Okhotsk,RU,2021-12-28 15:24:56,59.3833,143.3,-13.92,76,51,16.91
345,Nanakuli,US,2021-12-28 15:24:57,21.3906,-158.1547,75.15,75,1,3.44
346,Jackson,US,2021-12-28 15:20:04,42.4165,-122.8345,31.78,95,90,0.0
347,Beringovskiy,RU,2021-12-28 15:24:57,63.05,179.3167,4.89,97,100,16.35
348,Negombo,LK,2021-12-28 15:24:58,7.2083,79.8358,80.65,69,0,9.22
349,Upata,VE,2021-12-28 15:24:58,8.0086,-62.3989,80.19,70,99,4.54
350,Katherine,AU,2021-12-28 15:24:58,-14.4667,132.2667,75.52,88,88,6.91
351,Dali,CN,2021-12-28 15:24:59,25.7,100.1833,44.53,73,0,5.14
352,Marovoay,MG,2021-12-28 15:24:59,-16.1,46.6333,78.94,79,94,5.79
353,Suntar,RU,2021-12-28 15:25:00,62.1444,117.6319,-19.14,100,100,3.56
354,Beya,RU,2021-12-28 15:25:00,53.0533,90.9139,11.95,94,100,3.06
355,Chimore,BO,2021-12-28 15:25:00,-16.9833,-65.1333,95.52,37,30,2.71
356,Svetlogorsk,BY,2021-12-28 15:25:01,52.6333,29.7333,16.83,85,98,7.61
357,Papar,MY,2021-12-28 15:25:01,5.7333,115.9333,77.0,89,100,4.32
358,Kualakapuas,ID,2021-12-28 15:25:02,-3.0091,114.3876,77.16,95,100,1.21
359,Komsomolskiy,UZ,2021-12-28 15:25:02,40.4272,71.7189,31.42,80,0,4.61
360,Sechura,PE,2021-12-28 15:25:03,-5.5569,-80.8222,73.72,66,100,7.07
361,Rawson,AR,2021-12-28 15:25:03,-43.3002,-65.1023,77.7,24,74,5.97
362,Mangan,IN,2021-12-28 15:25:03,27.5167,88.5333,55.65,65,100,2.64
363,Tuatapere,NZ,2021-12-28 15:25:04,-46.1333,167.6833,50.83,90,100,3.76
364,Ouadda,CF,2021-12-28 15:25:04,8.0777,22.4007,95.59,18,27,4.43
365,Husavik,IS,2021-12-28 15:25:05,66.0449,-17.3389,31.91,93,100,22.64
366,Miramar,US,2021-12-28 15:23:51,25.9873,-80.2323,80.02,69,40,9.22
367,Valparaiso,CL,2021-12-28 15:23:51,-33.0393,-71.6273,65.48,85,90,11.5
368,Yerbogachen,RU,2021-12-28 15:26:05,61.2767,108.0108,-9.65,98,100,5.14
369,Casper,US,2021-12-28 15:26:06,42.8666,-106.3131,14.5,73,1,11.99
370,Tinskoy,RU,2021-12-28 15:26:06,56.1525,96.9161,7.84,97,100,1.57
371,Mokhsogollokh,RU,2021-12-28 15:26:06,61.4681,128.9203,-50.44,100,66,0.96
372,Kijang,KR,2021-12-28 15:26:07,35.2442,129.2139,33.53,68,96,6.76
373,Mutoko,ZW,2021-12-28 15:26:07,-17.397,32.2268,82.6,41,38,3.15
374,Edson,CA,2021-12-28 15:26:08,53.5835,-116.4356,-9.26,84,90,2.3
375,Oxford,GB,2021-12-28 15:26:08,51.7522,-1.256,52.77,81,75,1.01
376,Ampanihy,MG,2021-12-28 15:26:08,-24.7,44.75,88.34,35,95,14.47
377,Port Arthur,CN,2021-12-28 15:26:09,38.8,121.2667,38.91,90,0,20.38
378,Xinxiang,CN,2021-12-28 15:26:09,35.3089,113.8672,34.3,35,41,6.67
379,Tigil,RU,2021-12-28 15:26:10,57.8,158.6667,8.51,95,100,7.83
380,Egvekinot,RU,2021-12-28 15:26:10,66.3167,-179.1667,-14.78,95,100,16.75
381,Espinosa,BR,2021-12-28 15:26:10,-14.9261,-42.8192,75.81,84,100,0.69
382,Cairns,AU,2021-12-28 15:26:11,-16.9167,145.7667,76.06,100,90,0.0
383,Tigbao,PH,2021-12-28 15:26:11,12.5546,123.3389,77.86,78,100,19.39
384,Pangnirtung,CA,2021-12-28 15:26:11,66.1451,-65.7125,1.4,78,20,0.0
385,Betsiamites,CA,2021-12-28 15:26:12,48.9413,-68.646,19.49,85,100,5.68
386,Nouadhibou,MR,2021-12-28 15:26:12,20.931,-17.0347,85.98,16,0,5.75
387,Kholtoson,RU,2021-12-28 15:26:13,50.2981,103.3097,2.91,85,99,3.47
388,Xai-Xai,MZ,2021-12-28 15:26:13,-25.0519,33.6442,83.12,75,98,8.97
389,Severnyy,RU,2021-12-28 15:26:13,50.677,36.5532,17.64,73,20,15.66
390,Baghdad,IQ,2021-12-28 15:24:13,33.3406,44.4009,53.51,47,0,6.91
391,Ucluelet,CA,2021-12-28 15:26:14,48.9329,-125.5528,26.91,79,100,7.47
392,Hualmay,PE,2021-12-28 15:26:15,-11.0964,-77.6139,70.63,80,100,6.13
393,Shingu,JP,2021-12-28 15:26:15,33.7333,135.9833,37.9,81,15,6.29
394,Fort Wellington,GY,2021-12-28 15:26:15,6.4,-57.6,80.26,81,85,8.14
395,Kambove,CD,2021-12-28 15:26:16,-10.8764,26.5969,78.4,60,51,2.1
396,Tommot,RU,2021-12-28 15:26:16,58.9564,126.2925,-15.72,94,100,7.2
397,Bereda,ES,2021-12-28 15:26:17,43.2686,-7.5406,61.41,73,96,11.07
398,Otradnoye,RU,2021-12-28 15:26:17,59.7775,30.8181,23.05,98,100,4.43
399,Montoro,ES,2021-12-28 15:26:18,38.0241,-4.3834,67.73,60,34,5.35
400,West Bay,KY,2021-12-28 15:26:18,19.3667,-81.4167,82.47,74,20,4.0
401,Maceio,BR,2021-12-28 15:26:18,-9.6658,-35.7353,89.04,55,75,13.8
402,Axim,GH,2021-12-28 15:26:19,4.8699,-2.2405,82.83,70,99,5.1
403,Gat,IL,2021-12-28 15:26:19,31.61,34.7642,60.4,16,100,3.62
404,Frederico Westphalen,BR,2021-12-28 15:26:19,-27.3592,-53.3944,92.62,17,0,4.92
405,Aykhal,RU,2021-12-28 15:26:20,66.0,111.5,-23.39,100,97,7.92
406,Chifeng,CN,2021-12-28 15:26:20,42.2683,118.9636,17.37,34,2,9.1
407,Teahupoo,PF,2021-12-28 15:26:20,-17.8333,-149.2667,71.56,73,85,4.79
408,Alice Springs,AU,2021-12-28 15:26:21,-23.7,133.8833,67.55,24,0,0.0
409,Bonnyville,CA,2021-12-28 15:26:21,54.2668,-110.735,-40.2,100,39,2.89
410,Merta,IN,2021-12-28 15:26:22,26.65,74.0333,57.47,77,67,7.02
411,The Valley,AI,2021-12-28 15:26:22,18.217,-63.0578,82.81,61,20,10.36
412,Tangzhai,CN,2021-12-28 15:26:22,34.4328,116.5911,33.33,50,57,8.43
413,Marawi,PH,2021-12-28 15:27:23,7.9986,124.2928,67.64,94,100,0.18
414,Grafton,US,2021-12-28 15:27:23,42.207,-71.6856,38.71,86,90,3.0
415,San Rafael Del Sur,NI,2021-12-28 15:27:24,11.8485,-86.4384,81.57,60,29,13.87
416,Zhuji,CN,2021-12-28 15:27:24,29.7188,120.2423,40.91,71,62,3.06
417,Mesyagutovo,RU,2021-12-28 15:27:24,55.5303,58.2528,-4.07,97,31,6.62
418,Buxar,IN,2021-12-28 15:27:25,25.5833,83.9833,65.53,59,100,8.95
419,Burewala,PK,2021-12-28 15:27:25,30.1667,72.65,58.46,48,0,7.23
420,Altay,CN,2021-12-28 15:27:25,47.8667,88.1167,7.63,68,0,6.89
421,Hanna,CA,2021-12-28 15:27:26,51.6334,-111.9018,-16.58,93,58,4.7
422,Carupano,VE,2021-12-28 15:27:26,10.6678,-63.2585,82.2,65,40,11.48
423,Broome,US,2021-12-28 15:27:26,42.2506,-75.833,41.45,78,1,1.99
424,Ippy,CF,2021-12-28 15:27:27,6.2679,21.2247,97.02,21,61,2.73
425,Santiago Tuxtla,MX,2021-12-28 15:27:27,18.4667,-95.3,71.85,80,0,12.21
426,Southbridge,US,2021-12-28 15:27:28,42.0751,-72.0334,39.42,96,100,6.46
427,Ust-Tsilma,RU,2021-12-28 15:27:28,65.441,52.1498,1.85,96,100,5.01
428,Tortoli,IT,2021-12-28 15:27:28,39.9256,9.6572,64.22,48,20,2.3
429,Morro Bay,US,2021-12-28 15:27:29,35.3658,-120.8499,43.92,94,95,4.97
430,Kintampo,GH,2021-12-28 15:27:29,8.0563,-1.7306,94.84,12,82,5.66
431,Vila Vicosa,PT,2021-12-28 15:27:29,38.7777,-7.4179,60.03,67,51,8.37
432,Grindsted,DK,2021-12-28 15:27:30,55.754,8.9123,34.65,100,90,11.5
433,Cockburn Town,TC,2021-12-28 15:26:20,21.4612,-71.1419,78.31,73,55,15.14
434,Sovetskiy,RU,2021-12-28 15:27:30,61.3614,63.5842,-8.91,97,21,4.68
435,Kuytun,RU,2021-12-28 15:27:31,54.3419,101.5036,1.02,97,100,0.2
436,Dum Duma,IN,2021-12-28 15:27:31,27.5667,95.5667,58.37,57,71,2.13
437,Bang Saphan,TH,2021-12-28 15:27:32,11.2126,99.5117,74.91,82,24,4.21
438,Reconquista,AR,2021-12-28 15:27:32,-29.15,-59.65,98.64,15,79,7.61
439,Portree,GB,2021-12-28 15:27:32,57.4129,-6.1942,40.86,92,100,1.99
440,Mazagao,BR,2021-12-28 15:27:33,-0.115,-51.2894,91.45,72,94,4.32
441,Veraval,IN,2021-12-28 15:27:33,20.9,70.3667,72.9,62,4,11.25
442,Haines Junction,CA,2021-12-28 15:27:33,60.7522,-137.5108,10.35,79,100,2.3
443,Katsuura,JP,2021-12-28 15:27:34,35.1333,140.3,39.31,47,35,7.99
444,Dharchula,IN,2021-12-28 15:27:34,29.85,80.5333,46.44,69,100,0.87
445,Fez,MA,2021-12-28 15:27:35,34.0372,-4.9998,68.25,68,0,5.75
446,Rabat,MA,2021-12-28 15:27:35,33.9911,-6.8401,65.61,85,40,9.22
447,Clyde River,CA,2021-12-28 15:27:35,70.4692,-68.5914,-18.17,76,20,3.44
448,Byron Bay,AU,2021-12-28 15:27:36,-28.65,153.6167,64.87,81,99,11.65
449,Kapoeta,SS,2021-12-28 15:27:36,4.7717,33.5903,91.47,28,91,16.42
450,Fairbanks,US,2021-12-28 15:27:36,64.8378,-147.7164,18.61,87,90,0.0
451,Ivnya,RU,2021-12-28 15:27:37,51.0629,36.1343,17.51,83,100,13.67
452,Calama,CL,2021-12-28 15:27:37,-22.4667,-68.9333,75.02,13,0,7.74
453,Chapais,CA,2021-12-28 15:27:37,49.7834,-74.8492,2.98,87,100,4.0
454,Salamanca,ES,2021-12-28 15:27:38,40.8333,-6.0,55.99,71,46,15.23
455,Nueva Loja,EC,2021-12-28 15:27:38,0.0847,-76.8828,83.68,78,75,4.61
456,Ayia Galini,GR,2021-12-28 15:27:39,35.1,24.6833,62.19,83,100,7.27
457,Hinton,CA,2021-12-28 15:27:39,53.4001,-117.5857,-7.56,96,100,3.02
458,Viytivka,UA,2021-12-28 15:27:40,48.426,29.5429,20.3,93,100,10.83
459,Nehe,CN,2021-12-28 15:27:40,48.4833,124.8333,-11.13,89,12,6.44
460,Shizunai,JP,2021-12-28 15:27:41,42.3339,142.3669,22.84,73,69,12.39
461,Bethanien,NA,2021-12-28 15:28:41,-26.502,17.1583,87.17,8,79,5.73
462,Bilibino,RU,2021-12-28 15:28:42,68.0546,166.4372,-21.44,91,100,6.82
463,Bafilo,TG,2021-12-28 15:28:42,9.35,1.2667,90.61,13,38,5.23
464,Newport,GB,2021-12-28 15:28:43,51.5877,-2.9984,52.18,86,100,14.61
465,Dehloran,IR,2021-12-28 15:28:43,32.6941,47.2679,56.25,45,70,1.99
466,Jacareacanga,BR,2021-12-28 15:28:43,-6.2222,-57.7528,79.23,81,100,3.47
467,Jinka,ET,2021-12-28 15:28:44,5.65,36.65,78.91,34,98,2.95
468,Zahir Pir,PK,2021-12-28 15:28:44,28.8124,70.524,61.38,46,0,8.03
469,Asau,RO,2021-12-28 15:28:44,46.4333,26.4,26.96,92,93,0.27
470,Riyadh,SA,2021-12-28 15:27:24,24.6877,46.7219,66.34,33,70,8.75
471,Le Creusot,FR,2021-12-28 15:28:45,46.8071,4.4163,52.47,83,100,15.5
472,Whyalla,AU,2021-12-28 15:28:45,-33.0333,137.5833,66.09,72,0,11.5
473,Coihaique,CL,2021-12-28 15:28:02,-45.5752,-72.0662,64.35,34,0,9.22
474,Waw,SS,2021-12-28 15:28:46,7.7029,27.9953,96.01,21,31,5.59
475,Turochak,RU,2021-12-28 15:28:46,52.2576,87.1224,13.19,98,100,2.26
476,Sudak,UA,2021-12-28 15:28:47,44.85,34.9667,48.07,92,100,11.77
477,Sitka,US,2021-12-28 15:28:47,57.0531,-135.33,33.69,80,20,3.44
478,Salina Cruz,MX,2021-12-28 15:28:47,16.1667,-95.2,77.07,71,5,4.43
479,Malibu,US,2021-12-28 15:28:48,34.005,-118.8101,51.89,81,95,1.01
480,Kavieng,PG,2021-12-28 15:28:48,-2.5744,150.7967,82.29,75,68,4.99
481,Vostok,RU,2021-12-28 15:28:49,46.4856,135.8833,-10.86,95,94,4.07
482,Kloulklubed,PW,2021-12-28 15:28:49,7.0419,134.2556,81.1,79,100,18.05
483,Guantanamo,CU,2021-12-28 15:28:49,20.1444,-75.2092,82.47,56,4,4.29
484,Karasjok,NO,2021-12-28 15:28:50,69.4719,25.5112,3.31,100,100,2.3
485,Manta,EC,2021-12-28 15:28:50,-0.95,-80.7333,76.78,78,75,13.8
486,Baykalsk,RU,2021-12-28 15:28:51,51.5058,104.1469,16.09,92,100,2.53
487,Buin,CL,2021-12-28 15:28:51,-33.7333,-70.75,85.05,33,5,7.58
488,Caarapo,BR,2021-12-28 15:28:51,-22.6342,-54.8222,100.45,17,42,9.73
489,Bressanone,IT,2021-12-28 15:28:50,46.715,11.656,47.86,91,96,0.87
490,Suicheng,CN,2021-12-28 15:28:52,33.8963,117.9331,33.73,32,66,7.74
491,Ulaangom,MN,2021-12-28 15:28:52,49.9811,92.0667,-15.59,93,69,2.75
492,Gaoua,BF,2021-12-28 15:28:53,10.2992,-3.2508,91.71,10,100,5.97
493,Kabanjahe,ID,2021-12-28 15:28:53,3.1001,98.4908,65.16,98,100,0.43
494,Maarianhamina,AX,2021-12-28 15:28:53,60.0973,19.9348,33.66,69,90,23.02
495,Te Anau,NZ,2021-12-28 15:28:54,-45.4167,167.7167,47.84,90,100,1.97
496,Havelock,US,2021-12-28 15:28:54,34.8791,-76.9013,69.98,82,1,8.01
497,Vanimo,PG,2021-12-28 15:28:55,-2.6741,141.3028,78.17,89,100,7.61
498,Lompoc,US,2021-12-28 15:28:55,34.6391,-120.4579,48.56,95,75,0.0
499,Yenagoa,NG,2021-12-28 15:28:55,4.9247,6.2642,88.83,52,96,8.12
500,Merritt Island,US,2021-12-28 15:28:56,28.5392,-80.672,75.97,76,1,0.0
501,Andenes,NO,2021-12-28 15:28:56,69.3143,16.1194,22.98,74,0,13.8
502,Shakawe,BW,2021-12-28 15:28:57,-18.3667,21.85,90.66,28,74,10.27
503,Comodoro Rivadavia,AR,2021-12-28 15:28:57,-45.8667,-67.5,69.66,30,0,10.36
504,Bilma,NE,2021-12-28 15:28:58,18.6853,12.9164,76.77,12,0,11.92
505,Ilo,PE,2021-12-28 15:28:58,-17.6394,-71.3375,74.26,73,75,18.41
506,Corrente,BR,2021-12-28 15:28:58,-3.7367,-43.3394,77.92,83,100,2.93
507,Coffs Harbour,AU,2021-12-28 15:28:59,-30.3,153.1333,64.67,89,75,11.5
508,Paamiut,GL,2021-12-28 15:29:59,61.994,-49.6678,15.55,68,0,6.8
509,Antofagasta,CL,2021-12-28 15:30:00,-23.65,-70.4,76.21,55,34,9.82
510,Luderitz,NA,2021-12-28 15:30:00,-26.6481,15.1594,71.15,61,35,18.01
511,Tokur,RU,2021-12-28 15:30:01,53.1333,132.9,-38.29,100,92,2.17
512,Albania,AL,2021-12-28 15:30:02,41.0,20.0,54.79,81,99,1.99
513,Aschersleben,DE,2021-12-28 15:30:02,51.75,11.4667,45.21,94,100,12.06
514,Tyup,KG,2021-12-28 15:30:03,42.7276,78.3648,19.44,84,94,3.6
515,Port Lincoln,AU,2021-12-28 15:30:04,-34.7333,135.8667,59.5,83,0,14.72
516,Sibolga,ID,2021-12-28 15:30:05,1.7427,98.7792,76.96,88,100,3.18
517,Vila,PT,2021-12-28 15:30:06,42.0304,-8.1588,55.33,80,87,7.43
518,Novopskov,UA,2021-12-28 15:30:06,49.5464,39.0899,17.96,91,100,15.35
519,Quatre Cocos,MU,2021-12-28 15:30:07,-20.2078,57.7625,79.09,79,100,13.85
520,Mana,GF,2021-12-28 15:30:08,5.6592,-53.7767,82.72,74,41,9.42
521,Najran,SA,2021-12-28 15:30:09,17.4924,44.1277,70.45,35,2,4.38
522,Abrau-Dyurso,RU,2021-12-28 15:30:09,44.69,37.59,49.46,86,100,12.03
523,Dogondoutchi,NE,2021-12-28 15:30:10,13.6393,4.0287,86.13,10,94,10.07
524,Alyangula,AU,2021-12-28 15:30:11,-13.8483,136.4192,78.67,100,40,5.75
525,Pag,HR,2021-12-28 15:30:11,44.445,15.0575,54.18,79,97,6.67
526,Hami,CN,2021-12-28 15:28:48,42.8,93.45,20.17,34,30,5.26
527,Bulaevo,KZ,2021-12-28 15:30:11,54.9056,70.4439,-7.53,99,25,6.46
528,Vikulovo,RU,2021-12-28 15:30:12,56.8167,70.6107,-9.26,99,31,5.99
529,Meulaboh,ID,2021-12-28 15:30:13,4.1363,96.1285,77.83,84,81,1.3
530,Luwuk,ID,2021-12-28 15:30:13,-0.9516,122.7875,78.58,79,100,5.86
531,Preobrazheniye,RU,2021-12-28 15:30:13,42.9019,133.9064,16.95,56,57,6.38
532,Praya,CV,2021-12-28 15:30:14,14.9215,-23.5087,82.94,51,0,11.5
533,Rundu,NA,2021-12-28 15:30:14,-17.9333,19.7667,89.83,27,70,12.21
534,Mount Isa,AU,2021-12-28 15:30:15,-20.7333,139.5,76.77,69,100,5.75
535,Bahia Blanca,AR,2021-12-28 15:30:09,-38.7196,-62.2724,92.64,20,1,11.79
536,Praia Da Vitoria,PT,2021-12-28 15:30:15,38.7333,-27.0667,67.75,94,75,41.74
537,Whitianga,NZ,2021-12-28 15:30:16,-36.8333,175.7,67.01,93,100,5.12
538,Sumbe,AO,2021-12-28 15:30:16,-11.2061,13.8437,76.44,87,100,4.54
539,Elizabeth City,US,2021-12-28 15:30:16,36.2946,-76.2511,65.01,85,1,5.75
540,Bandiagara,ML,2021-12-28 15:30:17,14.3501,-3.6104,90.03,8,27,13.22
541,Santa Fe,AR,2021-12-28 15:30:17,-31.6333,-60.7,99.75,17,77,1.99
542,Lasa,IT,2021-12-28 15:30:18,46.6166,10.7002,43.54,95,100,1.3
543,Guacimo,CR,2021-12-28 15:30:18,10.2104,-83.6807,89.01,58,39,5.08
544,Xuddur,SO,2021-12-28 15:30:18,4.1213,43.8894,81.46,21,62,11.54
545,Pacific Grove,US,2021-12-28 15:26:21,36.6177,-121.9166,43.43,89,100,1.01
546,Bengkulu,ID,2021-12-28 15:30:19,-3.8004,102.2655,76.87,89,100,4.25
547,Venkatagiri,IN,2021-12-28 15:30:19,13.9667,79.5833,75.67,84,7,2.57
548,Constitucion,CL,2021-12-28 15:30:20,-35.3333,-72.4167,68.92,70,92,6.71
549,Yarensk,RU,2021-12-28 15:30:20,62.1675,49.0916,4.5,93,100,6.62
550,Hobyo,SO,2021-12-28 15:30:21,5.3505,48.5268,78.55,66,76,14.85
551,Isiro,CD,2021-12-28 15:30:21,2.7739,27.616,74.16,74,99,2.91
552,Khanpur,PK,2021-12-28 15:30:21,28.6453,70.6567,59.95,47,0,8.34
553,Maningrida,AU,2021-12-28 15:30:22,-12.0667,134.2667,76.06,83,100,16.13
554,Coruripe,BR,2021-12-28 15:28:34,-10.1256,-36.1756,84.34,59,97,12.46
555,Haldensleben,DE,2021-12-28 15:31:23,52.2891,11.4098,44.94,89,97,10.85
556,Numaligarh,IN,2021-12-28 15:31:23,26.6333,93.75,59.32,57,70,1.07
557,Deputatskiy,RU,2021-12-28 15:31:24,69.3,139.9,-35.01,100,86,2.1
558,Muroto,JP,2021-12-28 15:31:24,33.2833,134.15,49.95,53,52,2.62
